timestamp,temperature,sunlight,wind_speed,demand,price,is_weekend,hour,month
2023-01-05 00:00:00,8.62,0.0,10.81,182.7,61.2,0,0,1
2023-01-05 01:00:00,8.72,0.0,8.66,226.8,80.03,0,1,1
2023-01-05 02:00:00,8.71,0.0,7.76,249.8,81.57,0,2,1
2023-01-05 03:00:00,9.02,0.0,6.02,260.7,87.98,0,3,1
2023-01-05 04:00:00,7.7,0.0,7.62,268.4,96.71,0,4,1
2023-01-05 05:00:00,10.89,0.0,7.39,311.0,92.8,0,5,1
2023-01-05 06:00:00,12.34,0.0,5.28,290.7,81.15,0,6,1
2023-01-05 07:00:00,12.72,0.204,7.36,298.4,76.57,0,7,1
2023-01-05 08:00:00,15.21,0.401,6.19,284.2,76.71,0,8,1
2023-01-05 09:00:00,17.37,0.698,8.97,256.2,72.49,0,9,1
2023-01-05 10:00:00,21.13,0.649,10.41,269.9,65.73,0,10,1
2023-01-05 11:00:00,18.21,0.894,5.34,228.2,60.62,0,11,1
2023-01-05 12:00:00,18.54,0.87,11.22,216.5,59.61,0,12,1
2023-01-05 13:00:00,17.71,0.772,7.54,241.9,67.02,0,13,1
2023-01-05 14:00:00,13.52,0.754,5.84,221.2,69.27,0,14,1
2023-01-05 15:00:00,16.51,0.613,9.31,247.2,65.89,0,15,1
2023-01-05 16:00:00,15.65,0.49,6.9,296.4,76.71,0,16,1
2023-01-05 17:00:00,19.25,0.228,7.63,286.2,77.36,0,17,1
2023-01-05 18:00:00,12.64,0.0,6.99,279.7,82.01,0,18,1
2023-01-05 19:00:00,12.34,0.0,6.16,288.3,81.12,0,19,1
2023-01-05 20:00:00,10.46,0.0,9.24,269.2,72.23,0,20,1
2023-01-05 21:00:00,7.16,0.0,7.22,263.6,86.89,0,21,1
2023-01-05 22:00:00,10.98,0.0,4.92,245.7,78.63,0,22,1
2023-01-05 23:00:00,9.7,0.0,8.9,228.2,82.47,0,23,1
2023-01-06 00:00:00,9.63,0.0,5.33,193.9,65.12,0,0,1
2023-01-06 01:00:00,6.4,0.0,5.44,223.2,71.15,0,1,1
2023-01-06 02:00:00,11.52,0.0,10.13,263.9,74.98,0,2,1
2023-01-06 03:00:00,6.71,0.0,5.35,248.1,74.92,0,3,1
2023-01-06 04:00:00,11.72,0.0,3.11,290.6,91.49,0,4,1
2023-01-06 05:00:00,16.13,0.0,8.99,290.7,87.15,0,5,1
2023-01-06 06:00:00,11.06,0.0,7.13,297.6,89.7,0,6,1
2023-01-06 07:00:00,13.21,0.219,7.31,289.0,86.49,0,7,1
2023-01-06 08:00:00,15.74,0.421,7.11,282.4,81.5,0,8,1
2023-01-06 09:00:00,15.57,0.521,8.21,275.2,69.1,0,9,1
2023-01-06 10:00:00,14.27,0.746,6.24,269.6,67.09,0,10,1
2023-01-06 11:00:00,18.01,0.885,10.69,241.3,59.79,0,11,1
2023-01-06 12:00:00,15.92,0.931,4.79,221.1,73.48,0,12,1
2023-01-06 13:00:00,18.82,0.713,8.63,233.4,65.77,0,13,1
2023-01-06 14:00:00,15.54,0.822,9.03,276.9,87.86,0,14,1
2023-01-06 15:00:00,19.68,0.617,6.22,285.7,98.46,0,15,1
2023-01-06 16:00:00,13.98,0.472,5.69,281.4,74.14,0,16,1
2023-01-06 17:00:00,13.69,0.199,9.78,286.0,100.33,0,17,1
2023-01-06 18:00:00,14.67,0.0,5.76,306.7,93.54,0,18,1
2023-01-06 19:00:00,9.29,0.0,6.53,272.1,81.49,0,19,1
2023-01-06 20:00:00,11.0,0.0,9.52,249.0,72.7,0,20,1
2023-01-06 21:00:00,12.12,0.0,7.81,265.8,79.95,0,21,1
2023-01-06 22:00:00,5.5,0.0,4.15,256.1,78.21,0,22,1
2023-01-06 23:00:00,8.58,0.0,11.24,247.5,68.17,0,23,1
2023-01-07 00:00:00,8.58,0.0,6.63,161.3,59.11,1,0,1
2023-01-07 01:00:00,9.8,0.0,6.89,186.1,60.41,1,1,1
2023-01-07 02:00:00,6.26,0.0,8.2,207.2,63.01,1,2,1
2023-01-07 03:00:00,6.89,0.0,8.94,212.9,64.05,1,3,1
2023-01-07 04:00:00,11.61,0.0,11.61,244.4,77.35,1,4,1
2023-01-07 05:00:00,12.36,0.0,4.37,244.5,84.92,1,5,1
2023-01-07 06:00:00,13.56,0.0,9.34,265.5,73.31,1,6,1
2023-01-07 07:00:00,15.05,0.237,9.18,260.7,81.13,1,7,1
2023-01-07 08:00:00,14.2,0.459,7.42,252.7,65.94,1,8,1
2023-01-07 09:00:00,17.06,0.643,9.27,229.1,65.25,1,9,1
2023-01-07 10:00:00,17.98,0.707,9.56,245.9,65.18,1,10,1
2023-01-07 11:00:00,16.46,0.839,4.93,202.7,59.49,1,11,1
2023-01-07 12:00:00,21.8,0.782,11.19,186.4,47.21,1,12,1
2023-01-07 13:00:00,18.84,0.707,4.57,187.6,50.21,1,13,1
2023-01-07 14:00:00,15.01,0.691,5.42,211.1,57.19,1,14,1
2023-01-07 15:00:00,17.91,0.664,7.17,235.2,66.41,1,15,1
2023-01-07 16:00:00,13.61,0.36,11.54,227.9,72.46,1,16,1
2023-01-07 17:00:00,15.93,0.238,7.07,246.8,69.9,1,17,1
2023-01-07 18:00:00,15.38,0.0,7.63,250.6,78.06,1,18,1
2023-01-07 19:00:00,10.13,0.0,10.55,243.3,70.73,1,19,1
2023-01-07 20:00:00,12.49,0.0,7.09,211.6,71.03,1,20,1
2023-01-07 21:00:00,10.35,0.0,5.33,220.1,65.64,1,21,1
2023-01-07 22:00:00,10.38,0.0,6.86,199.9,94.63,1,22,1
2023-01-07 23:00:00,12.03,0.0,10.43,188.4,64.51,1,23,1
2023-01-08 00:00:00,7.6,0.0,7.78,176.9,66.81,1,0,1
2023-01-08 01:00:00,6.75,0.0,11.5,211.6,65.57,1,1,1
2023-01-08 02:00:00,6.98,0.0,9.12,210.6,68.86,1,2,1
2023-01-08 03:00:00,7.92,0.0,6.35,199.9,72.91,1,3,1
2023-01-08 04:00:00,10.43,0.0,7.74,229.8,73.92,1,4,1
2023-01-08 05:00:00,12.48,0.0,5.93,254.9,80.4,1,5,1
2023-01-08 06:00:00,13.64,0.0,6.3,257.7,77.08,1,6,1
2023-01-08 07:00:00,16.04,0.258,16.6,266.1,68.18,1,7,1
2023-01-08 08:00:00,15.61,0.368,9.68,241.2,64.68,1,8,1
2023-01-08 09:00:00,19.53,0.665,9.36,230.4,59.7,1,9,1
2023-01-08 10:00:00,16.89,0.62,6.39,241.6,71.96,1,10,1
2023-01-08 11:00:00,23.36,0.867,10.78,206.6,61.9,1,11,1
2023-01-08 12:00:00,19.34,0.868,9.84,163.8,41.62,1,12,1
2023-01-08 13:00:00,16.2,0.761,11.4,217.1,57.81,1,13,1
2023-01-08 14:00:00,15.28,0.713,11.31,190.5,50.85,1,14,1
2023-01-08 15:00:00,17.59,0.64,4.68,180.5,62.59,1,15,1
2023-01-08 16:00:00,15.14,0.417,5.42,253.5,73.55,1,16,1
2023-01-08 17:00:00,15.81,0.202,5.63,264.6,78.87,1,17,1
2023-01-08 18:00:00,14.03,0.0,5.75,257.3,77.7,1,18,1
2023-01-08 19:00:00,11.65,0.0,8.29,225.2,66.36,1,19,1
2023-01-08 20:00:00,8.89,0.0,6.51,231.7,77.3,1,20,1
2023-01-08 21:00:00,6.52,0.0,11.78,212.2,67.75,1,21,1
2023-01-08 22:00:00,7.86,0.0,11.45,193.7,65.11,1,22,1
2023-01-08 23:00:00,9.97,0.0,7.63,206.8,66.84,1,23,1
2023-01-09 00:00:00,8.54,0.0,11.5,187.1,61.95,0,0,1
2023-01-09 01:00:00,5.79,0.0,10.56,224.1,72.35,0,1,1
2023-01-09 02:00:00,9.13,0.0,6.69,261.6,83.49,0,2,1
2023-01-09 03:00:00,10.35,0.0,3.57,267.8,78.51,0,3,1
2023-01-09 04:00:00,8.85,0.0,7.15,291.2,81.94,0,4,1
2023-01-09 05:00:00,12.13,0.0,6.3,293.9,80.84,0,5,1
2023-01-09 06:00:00,13.23,0.0,8.0,296.3,86.68,0,6,1
2023-01-09 07:00:00,12.12,0.248,7.77,291.0,83.89,0,7,1
2023-01-09 08:00:00,16.33,0.394,7.71,293.0,78.06,0,8,1
2023-01-09 09:00:00,17.77,0.693,8.64,267.4,66.24,0,9,1
2023-01-09 10:00:00,19.61,0.838,5.16,239.9,82.94,0,10,1
2023-01-09 11:00:00,20.05,0.818,8.41,255.1,74.37,0,11,1
2023-01-09 12:00:00,15.36,0.861,6.71,230.5,64.77,0,12,1
2023-01-09 13:00:00,16.07,0.69,7.99,238.6,66.71,0,13,1
2023-01-09 14:00:00,18.47,0.621,9.5,249.5,87.79,0,14,1
2023-01-09 15:00:00,17.68,0.542,5.14,249.7,70.87,0,15,1
2023-01-09 16:00:00,16.64,0.41,7.03,285.5,74.5,0,16,1
2023-01-09 17:00:00,22.11,0.223,7.35,280.2,97.4,0,17,1
2023-01-09 18:00:00,14.26,0.0,6.56,269.0,80.0,0,18,1
2023-01-09 19:00:00,14.09,0.0,9.39,288.1,79.81,0,19,1
2023-01-09 20:00:00,12.52,0.0,6.15,266.6,79.26,0,20,1
2023-01-09 21:00:00,10.88,0.0,6.48,268.1,80.9,0,21,1
2023-01-09 22:00:00,8.15,0.0,6.17,239.8,75.67,0,22,1
2023-01-09 23:00:00,9.8,0.0,9.77,216.3,66.87,0,23,1
2023-01-10 00:00:00,6.6,0.0,6.55,174.3,65.29,0,0,1
2023-01-10 01:00:00,7.84,0.0,8.46,209.7,67.86,0,1,1
2023-01-10 02:00:00,7.84,0.0,11.49,229.5,70.86,0,2,1
2023-01-10 03:00:00,9.77,0.0,7.39,242.8,72.86,0,3,1
2023-01-10 04:00:00,15.27,0.0,9.76,277.3,84.47,0,4,1
2023-01-10 05:00:00,8.12,0.0,10.88,262.2,74.26,0,5,1
2023-01-10 06:00:00,14.52,0.0,9.59,289.3,90.23,0,6,1
2023-01-10 07:00:00,11.21,0.248,7.5,287.7,78.82,0,7,1
2023-01-10 08:00:00,14.7,0.367,8.82,268.9,73.75,0,8,1
2023-01-10 09:00:00,18.86,0.552,4.96,281.2,79.2,0,9,1
2023-01-10 10:00:00,17.6,0.823,5.98,236.0,66.0,0,10,1
2023-01-10 11:00:00,15.82,0.802,6.33,217.7,82.84,0,11,1
2023-01-10 12:00:00,16.71,0.906,12.02,213.4,59.72,0,12,1
2023-01-10 13:00:00,19.33,0.914,5.91,250.0,66.77,0,13,1
2023-01-10 14:00:00,16.01,0.643,5.88,267.0,71.0,0,14,1
2023-01-10 15:00:00,17.11,0.622,5.45,296.4,75.4,0,15,1
2023-01-10 16:00:00,15.73,0.44,8.66,277.2,74.14,0,16,1
2023-01-10 17:00:00,13.13,0.246,7.82,285.1,85.48,0,17,1
2023-01-10 18:00:00,17.43,0.0,9.71,280.7,77.34,0,18,1
2023-01-10 19:00:00,13.12,0.0,8.88,268.1,76.88,0,19,1
2023-01-10 20:00:00,6.59,0.0,4.78,272.6,101.4,0,20,1
2023-01-10 21:00:00,9.98,0.0,5.92,249.9,74.88,0,21,1
2023-01-10 22:00:00,7.49,0.0,10.27,259.7,74.59,0,22,1
2023-01-10 23:00:00,10.02,0.0,7.13,203.8,76.28,0,23,1
2023-01-11 00:00:00,6.59,0.0,9.86,207.2,85.65,0,0,1
2023-01-11 01:00:00,8.12,0.0,7.19,207.8,70.91,0,1,1
2023-01-11 02:00:00,9.86,0.0,5.55,232.5,68.68,0,2,1
2023-01-11 03:00:00,11.37,0.0,6.88,271.7,77.39,0,3,1
2023-01-11 04:00:00,8.28,0.0,5.55,261.6,83.88,0,4,1
2023-01-11 05:00:00,11.21,0.0,6.36,276.4,109.64,0,5,1
2023-01-11 06:00:00,12.23,0.0,7.89,276.2,82.97,0,6,1
2023-01-11 07:00:00,13.16,0.248,8.51,313.8,82.95,0,7,1
2023-01-11 08:00:00,19.21,0.483,4.31,278.8,80.17,0,8,1
2023-01-11 09:00:00,17.52,0.512,7.45,273.6,63.67,0,9,1
2023-01-11 10:00:00,14.99,0.671,6.31,249.4,67.94,0,10,1
2023-01-11 11:00:00,19.84,0.795,6.19,243.8,60.89,0,11,1
2023-01-11 12:00:00,22.42,0.769,7.75,214.4,62.95,0,12,1
2023-01-11 13:00:00,20.07,0.842,6.39,237.8,54.31,0,13,1
2023-01-11 14:00:00,14.47,0.669,10.25,257.6,63.05,0,14,1
2023-01-11 15:00:00,15.74,0.628,9.86,257.2,66.67,0,15,1
2023-01-11 16:00:00,18.21,0.463,9.85,302.9,75.6,0,16,1
2023-01-11 17:00:00,13.06,0.202,6.5,304.6,83.28,0,17,1
2023-01-11 18:00:00,14.06,0.0,5.56,300.2,92.17,0,18,1
2023-01-11 19:00:00,13.43,0.0,7.65,288.5,84.68,0,19,1
2023-01-11 20:00:00,8.82,0.0,7.19,227.7,69.29,0,20,1
2023-01-11 21:00:00,9.52,0.0,6.27,267.2,84.73,0,21,1
2023-01-11 22:00:00,2.36,0.0,5.13,227.7,73.88,0,22,1
2023-01-11 23:00:00,6.3,0.0,7.4,216.5,71.38,0,23,1
2023-01-12 00:00:00,7.71,0.0,6.63,173.1,59.74,0,0,1
2023-01-12 01:00:00,5.89,0.0,8.81,226.9,60.79,0,1,1
2023-01-12 02:00:00,12.15,0.0,8.77,226.5,68.87,0,2,1
2023-01-12 03:00:00,6.82,0.0,9.64,258.6,72.28,0,3,1
2023-01-12 04:00:00,9.83,0.0,4.92,287.6,83.23,0,4,1
2023-01-12 05:00:00,12.18,0.0,8.24,278.5,78.88,0,5,1
2023-01-12 06:00:00,16.1,0.0,5.98,312.4,91.4,0,6,1
2023-01-12 07:00:00,11.64,0.243,4.99,273.5,82.69,0,7,1
2023-01-12 08:00:00,18.04,0.436,6.58,295.3,84.39,0,8,1
2023-01-12 09:00:00,16.77,0.547,9.57,252.2,71.19,0,9,1
2023-01-12 10:00:00,15.58,0.709,6.69,268.8,66.12,0,10,1
2023-01-12 11:00:00,18.97,0.766,10.57,252.3,63.99,0,11,1
2023-01-12 12:00:00,18.61,0.915,8.53,224.9,63.78,0,12,1
2023-01-12 13:00:00,16.84,0.826,6.65,230.1,54.62,0,13,1
2023-01-12 14:00:00,17.68,0.854,9.76,235.5,64.8,0,14,1
2023-01-12 15:00:00,15.98,0.534,8.33,264.7,67.05,0,15,1
2023-01-12 16:00:00,15.94,0.352,5.57,299.8,83.8,0,16,1
2023-01-12 17:00:00,15.83,0.227,11.15,293.0,101.22,0,17,1
2023-01-12 18:00:00,16.39,0.0,7.95,271.3,82.96,0,18,1
2023-01-12 19:00:00,9.44,0.0,7.47,264.6,88.52,0,19,1
2023-01-12 20:00:00,14.98,0.0,5.72,300.6,87.52,0,20,1
2023-01-12 21:00:00,5.77,0.0,9.79,262.5,70.09,0,21,1
2023-01-12 22:00:00,8.58,0.0,8.47,224.4,72.86,0,22,1
2023-01-12 23:00:00,9.56,0.0,8.69,198.6,66.19,0,23,1
2023-01-13 00:00:00,8.82,0.0,6.37,193.9,69.73,0,0,1
2023-01-13 01:00:00,7.18,0.0,9.05,193.7,68.67,0,1,1
2023-01-13 02:00:00,8.51,0.0,9.21,240.4,73.64,0,2,1
2023-01-13 03:00:00,8.73,0.0,6.05,296.4,107.93,0,3,1
2023-01-13 04:00:00,9.58,0.0,4.55,249.7,79.64,0,4,1
2023-01-13 05:00:00,13.66,0.0,8.55,285.0,110.72,0,5,1
2023-01-13 06:00:00,13.97,0.0,4.24,310.6,89.87,0,6,1
2023-01-13 07:00:00,13.16,0.226,7.69,298.3,79.62,0,7,1
2023-01-13 08:00:00,17.55,0.374,6.49,283.4,82.51,0,8,1
2023-01-13 09:00:00,17.41,0.582,9.82,270.5,66.78,0,9,1
2023-01-13 10:00:00,19.21,0.816,6.6,241.5,65.39,0,10,1
2023-01-13 11:00:00,19.34,0.798,9.6,235.7,60.32,0,11,1
2023-01-13 12:00:00,16.6,0.848,6.36,218.5,58.24,0,12,1
2023-01-13 13:00:00,16.96,0.85,9.38,252.7,72.42,0,13,1
2023-01-13 14:00:00,19.08,0.835,11.51,249.3,66.27,0,14,1
2023-01-13 15:00:00,18.01,0.619,5.25,270.7,77.41,0,15,1
2023-01-13 16:00:00,15.71,0.489,7.97,268.6,74.86,0,16,1
2023-01-13 17:00:00,14.78,0.251,12.88,292.8,74.84,0,17,1
2023-01-13 18:00:00,15.81,0.0,7.52,305.5,89.57,0,18,1
2023-01-13 19:00:00,10.78,0.0,7.51,292.9,87.34,0,19,1
2023-01-13 20:00:00,11.85,0.0,8.96,259.5,99.02,0,20,1
2023-01-13 21:00:00,9.32,0.0,7.47,262.7,79.63,0,21,1
2023-01-13 22:00:00,8.49,0.0,3.97,232.6,94.54,0,22,1
2023-01-13 23:00:00,10.62,0.0,9.65,241.8,75.33,0,23,1
2023-01-14 00:00:00,9.95,0.0,3.33,162.5,62.24,1,0,1
2023-01-14 01:00:00,10.1,0.0,6.5,163.1,65.01,1,1,1
2023-01-14 02:00:00,11.58,0.0,9.75,204.1,59.55,1,2,1
2023-01-14 03:00:00,9.81,0.0,6.62,228.2,79.19,1,3,1
2023-01-14 04:00:00,12.16,0.0,5.95,241.2,71.93,1,4,1
2023-01-14 05:00:00,11.38,0.0,9.09,236.7,69.63,1,5,1
2023-01-14 06:00:00,13.95,0.0,5.63,242.1,79.65,1,6,1
2023-01-14 07:00:00,14.33,0.207,4.89,234.0,75.62,1,7,1
2023-01-14 08:00:00,15.99,0.499,7.88,237.4,75.38,1,8,1
2023-01-14 09:00:00,18.03,0.606,6.97,220.8,64.5,1,9,1
2023-01-14 10:00:00,15.99,0.816,4.85,228.5,61.8,1,10,1
2023-01-14 11:00:00,22.31,0.784,8.61,190.7,55.35,1,11,1
2023-01-14 12:00:00,16.29,0.706,8.26,176.3,58.5,1,12,1
2023-01-14 13:00:00,15.7,0.831,6.61,195.1,64.01,1,13,1
2023-01-14 14:00:00,19.95,0.654,6.75,234.1,64.76,1,14,1
2023-01-14 15:00:00,18.42,0.599,8.28,250.5,70.13,1,15,1
2023-01-14 16:00:00,17.05,0.426,9.71,255.3,70.26,1,16,1
2023-01-14 17:00:00,15.85,0.187,6.77,256.3,76.5,1,17,1
2023-01-14 18:00:00,13.27,0.0,8.64,234.2,81.76,1,18,1
2023-01-14 19:00:00,10.21,0.0,8.46,226.6,68.54,1,19,1
2023-01-14 20:00:00,10.95,0.0,9.09,223.0,62.0,1,20,1
2023-01-14 21:00:00,8.41,0.0,7.41,230.5,74.52,1,21,1
2023-01-14 22:00:00,10.92,0.0,5.51,207.5,75.91,1,22,1
2023-01-14 23:00:00,8.18,0.0,6.41,196.0,68.59,1,23,1
2023-01-15 00:00:00,6.7,0.0,7.97,175.1,64.46,1,0,1
2023-01-15 01:00:00,7.87,0.0,10.92,171.6,63.01,1,1,1
2023-01-15 02:00:00,9.84,0.0,6.32,205.2,90.3,1,2,1
2023-01-15 03:00:00,8.68,0.0,8.89,219.4,72.48,1,3,1
2023-01-15 04:00:00,9.2,0.0,6.63,228.2,75.76,1,4,1
2023-01-15 05:00:00,12.54,0.0,7.5,238.1,67.75,1,5,1
2023-01-15 06:00:00,13.84,0.0,10.31,268.5,79.82,1,6,1
2023-01-15 07:00:00,13.63,0.211,8.81,248.5,66.71,1,7,1
2023-01-15 08:00:00,14.9,0.496,4.8,241.8,69.71,1,8,1
2023-01-15 09:00:00,17.35,0.622,6.14,220.5,61.43,1,9,1
2023-01-15 10:00:00,14.78,0.61,9.8,222.3,64.81,1,10,1
2023-01-15 11:00:00,15.36,0.937,7.57,178.7,49.67,1,11,1
2023-01-15 12:00:00,16.91,0.873,4.99,182.2,54.61,1,12,1
2023-01-15 13:00:00,17.75,0.877,5.65,204.6,55.64,1,13,1
2023-01-15 14:00:00,18.3,0.631,8.69,211.3,64.2,1,14,1
2023-01-15 15:00:00,19.83,0.523,9.27,241.1,60.88,1,15,1
2023-01-15 16:00:00,17.56,0.464,7.32,248.4,66.89,1,16,1
2023-01-15 17:00:00,14.32,0.253,12.23,248.2,75.04,1,17,1
2023-01-15 18:00:00,13.31,0.0,8.93,250.2,75.18,1,18,1
2023-01-15 19:00:00,10.05,0.0,6.8,243.3,67.82,1,19,1
2023-01-15 20:00:00,10.81,0.0,5.65,237.4,82.18,1,20,1
